,study_id,analysis_id,analysis_summary,analysis_type,chromatography system,column_name,chromatography_type,ms_instrument_name,ms_instrument_type,ms_type,ion_mode,nmr_instrument_type,nmr_experiment_type,spectrometer_frequency,nmr_solvent,units
ST000725_1,ST000725,AN001137,Reversed phase POSITIVE ION MODE,MS,Agilent,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,peak area
ST003130_0,ST003130,AN005133,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Bruker timsTOF fleX,QTOF,ESI,POSITIVE,,,,,Peak intensity
ST003130_1,ST003130,AN005134,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Bruker timsTOF fleX,QTOF,ESI,NEGATIVE,,,,,Peak intensity
ST000271,ST000271,AN000434,ESI/QTOF negative ion mode,MS,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",HILIC,Agilent 6520 QTOF,QTOF,ESI,NEGATIVE,,,,,Area
ST002825,ST002825,AN004609,GC POSITIVE ION MODE,MS,Agilent 7890,"Restek Rtx-5Sil MS (30m x 0.25mm, 0.25um)",GC,Leco Pegasus IV TOF,GC-TOF,EI,POSITIVE,,,,,normalized peak heights
ST001976,ST001976,AN003224,HILIC UNSPECIFIED ION MODE,MS,Thermo Q Exactive Orbitrap,"EMD Millipore ZIC-HILIC (100 x 2.1mm,3.5um)",HILIC,Thermo Exactive Plus Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,ppm
ST002196,ST002196,AN003595,Reversed phase POSITIVE ION MODE,MS,AB SCIEX QTRAP 5500,"Waters ACQUITY UPLC BEH C18 (75 x 2.1mm,1.7um)",Reversed phase,ABI Sciex 5500 QTrap,Triple quadrupole,ESI,POSITIVE,,,,,ng/mL
ST001235,ST001235,AN002053,HILIC POSITIVE ION MODE,MS,Agilent 1290 Infinity II,Waters Atlantis HILIC (150 x 2.1mm),HILIC,Agilent 6495 QQQ,Triple quadrupole,ESI,POSITIVE,,,,,Log10(Peak Area)
ST002805,ST002805,AN004561,HILIC UNSPECIFIED ION MODE,MS,Shimadzu Prominence UFLC HPLC,"Waters XBridge Amide (100 x 4.6mm,3.5um)",HILIC,ABI Sciex 6500 QTrap ,Triple quadrupole,ESI,UNSPECIFIED,,,,,Q3 Peak Area (area under curve)
ST002864,ST002864,AN004696,HILIC UNSPECIFIED ION MODE,MS,Thermo Vanquish,"Phenomenex Luna NH2 (150 x 2mm,3um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,Abundance
ST000681_0,ST000681,AN001048,C18 NEGATIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,NEGATIVE,,,,,peak area normalized
ST000681_1,ST000681,AN001049,C18 POSITIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,POSITIVE,,,,,peak area normalized
ST001897_0,ST001897,AN003078,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Thermo Orbitrap ID-X Tribrid,Orbitrap,ESI,POSITIVE,,,,,intensity
ST001897_1,ST001897,AN003079,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Thermo Orbitrap ID-X Tribrid,Orbitrap,ESI,NEGATIVE,,,,,intensity
ST001990_0,ST001990,AN003242,GC UNSPECIFIED ION MODE,MS,Agilent 7890A,"Agilent DB-5 (20m x 0.18mm, 0.18um); Restek RX-T 17 (0.9m x 0.10mm, 0.10um)",GC,Leco Pegasus 4D GCxGC TOF,GC x GC-TOF,EI,UNSPECIFIED,,,,,peak area
ST001990_1,ST001990,AN003243,GC UNSPECIFIED ION MODE,MS,Agilent 7890A,"Agilent DB-5 (20m x 0.18mm, 0.18um); Restek RX-T 17 (0.9m x 0.10mm, 0.10um)",GC,Leco Pegasus 4D GCxGC TOF,GC x GC-TOF,API,UNSPECIFIED,,,,,
ST001990_2,ST001990,AN003244,LC NEGATIVE ION MODE,MS,Waters Acquity UPLC,"Waters Acquity UPLC HSS (100 x 2.1mm, 1.7um)",Reversed phase,Waters Acquity UPLC,QTOF,ESI,NEGATIVE,,,,,Relative intensity
ST001990_3,ST001990,AN003245,LC POSITIVE ION MODE,MS,Waters Acquity UPLC,"Waters Acquity UPLC HSS (100 x 2.1mm, 1.7um)",Reversed phase,Waters Acquity UPLC,QTOF,ESI,POSITIVE,,,,,Relative intensity
ST001990_4,ST001990,AN003246,LC NEGATIVE ION MODE,MS,Waters Acquity UPLC,"Waters Acquity UPLC HSS (100 x 2.1mm, 1.7um)",Reversed phase,Waters Acquity UPLC,QTOF,ESI,NEGATIVE,,,,,Relative intensity
ST001990_5,ST001990,AN003247,LC POSITIVE ION MODE,MS,Waters Acquity UPLC,"Waters Acquity UPLC HSS (100 x 2.1mm, 1.7um)",Reversed phase,Waters Acquity UPLC,QTOF,ESI,POSITIVE,,,,,Relative intensity
ST003211,ST003211,AN005266,GC POSITIVE ION MODE,MS,Shimadzu GC-2030,"Agilent DB5-MS (30m x 0.25mm, 0.25um)",GC,Shimadzu TQ8050NX,Triple quadrupole,EI,POSITIVE,,,,,Relative abundance
ST002832_0,ST002832,AN004625,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity BEH Amide (150 x 2.1mm, 1.7um)",HILIC,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,POSITIVE,,,,,"counts, height"
ST002832_1,ST002832,AN004626,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity BEH Amide (150 x 2.1mm, 1.7um)",HILIC,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,"counts, height"
ST001432,ST001432,AN002394,GC POSITIVE ION MODE,MS,Agilent 7890A,Agilent DB-1 DB-1 (30 m × 250 um i.d.),GC,Leco Pegasus III GC TOF,GC-TOF,EI,POSITIVE,,,,,Ion Count Per Second
ST002555_0,ST002555,AN004207,Combined Metabolon analyses,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm, 1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Fold change over standard
ST002555_1,ST002555,AN004208,No data,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm, 1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Fold change over standard
ST002555_2,ST002555,AN004209,No data,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm, 1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Fold change over standard
ST002555_3,ST002555,AN004210,No data,MS,Waters Acquity,"Waters Acquity BEH Amide (150 x 2.1mm, 1.7um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Fold change over standard
ST001979_0,ST001979,AN003228,HILIC UNSPECIFIED ION MODE,MS,Thermo Q Exactive Orbitrap,"EMD Millipore ZIC-HILIC (100 x 2.1mm,3.5um)",HILIC,Thermo Exactive Plus Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,ppm
ST001979_1,ST001979,AN003229,HILIC UNSPECIFIED ION MODE,MS,Thermo Q Exactive Orbitrap,"EMD Millipore ZIC-HILIC (100 x 2.1mm,3.5um)",HILIC,Thermo Exactive Plus Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,ppm
ST002007,ST002007,AN003270,Reversed phase NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000,Waters XSelect HSS C18 (250 x 4.6mm),Reversed phase,Thermo Exactive Plus Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak area
ST002414,ST002414,AN003935,Reversed phase UNSPECIFIED ION MODE,MS,Thermo Vanquish,"Thermo Accucore C18 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,µg/ml
ST002698_0,ST002698,AN004372,HILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"SeQuant ZIC-HILIC (150 x 4.6mm,3.5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak height
ST002698_1,ST002698,AN004373,HILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"SeQuant ZIC-HILIC (150 x 4.6mm,3.5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak height
ST002835_0,ST002835,AN004631,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,"Thermo BETASIL Diol (150 x 2.1mm,5um)",HILIC,Thermo Orbitrap ID-X Tribrid,Orbitrap,ESI,POSITIVE,,,,,area analyzed by Compound discoverer (counts x seconds)
ST002835_1,ST002835,AN004632,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Thermo BETASIL Diol (150 x 2.1mm,5um)",HILIC,Thermo Orbitrap ID-X Tribrid,Orbitrap,ESI,NEGATIVE,,,,,area analyzed by Compound discoverer (counts x seconds)
ST000159,ST000159,AN000251,ESI negative ion mode,MS,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",HILIC,Agilent 6520 QTOF,QTOF,ESI,NEGATIVE,,,,,Area
ST001166,ST001166,AN001928,GC POSITIVE ION MODE,MS,Agilent 7890A,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",GC,Leco Pegasus HT TOF,GC-TOF,EI,POSITIVE,,,,,Peak Height
ST001521_0,ST001521,AN002533,HILIC POSITIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2mm,3um)",HILIC,Thermo Exactive Plus Orbitrap,Orbitrap,ESI,POSITIVE,,,,,unitless peak areas
ST001521_1,ST001521,AN002534,Reversed phase POSITIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Acquity BEH C8 (100 x 2.1mm,1.7um)",Reversed phase,Thermo Exactive Plus Orbitrap,Orbitrap,ESI,POSITIVE,,,,,unitless peak areas
ST001521_2,ST001521,AN002535,HILIC NEGATIVE ION MODE,MS,Shimadzu Nexera X2,"Phenomenex Luna NH2 (150 x 2.1mm,3um)",HILIC,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,unitless peak areas
ST001521_3,ST001521,AN002536,Reversed phase NEGATIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Acquity T3 (150 x 2.1 mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,unitless peak areas
ST002670,ST002670,AN004342,Reversed phase NEGATIVE ION MODE,MS,Vanquish horizon LC,"Thermo Accucore C30 (100 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak area
ST003298_0,ST003298,AN005402,CE POSITIVE ION MODE,MS,Agilent CE,Fused silica capillary i.d. 50 μm × 80 cm,CE,Agilent 6210 TOF,TOF,ESI,POSITIVE,,,,,Relative Area
ST003298_1,ST003298,AN005403,CE NEGATIVE ION MODE,MS,Agilent CE,Fused silica capillary i.d. 50 μm × 80 cm,CE,Agilent 6210 TOF,TOF,ESI,NEGATIVE,,,,,Relative Area
ST003298_2,ST003298,AN005404,Reversed phase POSITIVE ION MODE,MS,Agilent 1200 series RRLC system SL,"Osaka Soda capcell pak c18 if (50 x 2mm,3um)",Reversed phase,Agilent 6210 TOF,TOF,ESI,POSITIVE,,,,,Relative Area
ST003298_3,ST003298,AN005405,Reversed phase NEGATIVE ION MODE,MS,Agilent 1200 series RRLC system SL,"Osaka Soda capcell pak c18 if (50 x 2mm,3um)",Reversed phase,Agilent 6210 TOF,TOF,ESI,NEGATIVE,,,,,Relative Area
ST002512_0,ST002512,AN004136,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",HILIC,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,POSITIVE,,,,,relative ion counts
ST002512_1,ST002512,AN004137,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",HILIC,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,relative ion counts
ST003144_0,ST003144,AN005159,HILIC POSITIVE ION MODE,MS,Thermo,"Merck SeQuant ZIC-pHILIC (150 x 4.6mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak height
ST003144_1,ST003144,AN005160,HILIC NEGATIVE ION MODE,MS,Thermo,"Merck SeQuant ZIC-pHILIC (150 x 4.6mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak height
ST000335_0,ST000335,AN000540,UHPLC HESI POSITIVE ION MODE,MS,Thermo Scientific-Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak area
ST000335_1,ST000335,AN000541,UHPLC HESI NEGATIVE ION MODE,MS,Thermo Scientific-Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak area
ST000674_0,ST000674,AN001034,C18 NEGATIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,NEGATIVE,,,,,peak area normalized
ST000674_1,ST000674,AN001035,C18 POSITIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,POSITIVE,,,,,peak area normalized
ST002047,ST002047,AN003334,Reversed phase UNSPECIFIED ION MODE,MS,Thermo Accela 600,"Thermo Acclaim C30 (150 x 2.1mm,3um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,μg/ml
ST002517_0,ST002517,AN004145,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",HILIC,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,POSITIVE,,,,,relative ion counts
ST002517_1,ST002517,AN004146,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",HILIC,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,relative ion counts
ST000780_0,ST000780,AN001234,C18 NEGATIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,NEGATIVE,,,,,peak area normalized
ST000780_1,ST000780,AN001235,C18 POSITIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,POSITIVE,,,,,peak area normalized
ST001517_0,ST001517,AN002518,Reversed phase POSITIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,raw area counts
ST001517_1,ST001517,AN002519,Reversed phase NEGATIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,raw area counts
ST001517_2,ST001517,AN002520,Reversed phase UNSPECIFIED ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,raw area counts
ST001632_0,ST001632,AN002667,Reversed phase POSITIVE ION MODE,MS,Agilent 1100,"Peeke C8 SR (150×3.0mm, 3μm)",Reversed phase,Agilent 6410 QQQ,Triple quadrupole,ESI,POSITIVE,,,,,pmol/ml(PL) & pmol/mg(HL)
ST001632_1,ST001632,AN002668,Reversed phase UNSPECIFIED ION MODE,MS,Thermo Accela 1250,"Waters Xterra MS C8 (100 x 2.1mm,3.5um)",Reversed phase,Thermo LTQ-FT,LTQ-FT,ESI,UNSPECIFIED,,,,,pmol/ml(PS) & pmol/mg(HS)
ST002994,ST002994,AN004918,GC POSITIVE ION MODE,MS,Leco Pegasus IV GC,"Restek Rtx-5Sil MS (30m x 0.25mm, 0.25um)",GC,Leco Pegasus IV TOF,GC-TOF,EI,POSITIVE,,,,,peak heights
ST001413,ST001413,AN002363,HILIC POSITIVE ION MODE,MS,SCIEX 6600TTOF,"Thermo Accucore HILIC (100 x 2.1mm,2.6um)",HILIC,ABI Sciex 6600 TripleTOF,Triple TOF,APCI,POSITIVE,,,,,m/z
ST002107_0,ST002107,AN003446,HILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"ZIC-pHILIC (150 x 4.6mm,5um) equipped with a guard SeQuant,Merck)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,relative intensity
ST002107_1,ST002107,AN003447,HILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"ZIC-pHILIC (150 x 4.6mm,5um) equipped with a guard SeQuant,Merck)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,relative intensity
ST002289,ST002289,AN003741,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Thermo Syncronis HILIC (100 x 2.1mm,1.7um)",HILIC,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,AUC
ST001360,ST001360,AN002264,HILIC UNSPECIFIED ION MODE,MS,Waters Acquity H-Class,"Waters Acquity BEH HSS T3 (50 x 2.1mm,1.8um)",HILIC,Waters Micromass QTOF Premier,Ion trap,ESI,UNSPECIFIED,,,,,normalized
ST000539_0,ST000539,AN000818,HILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,ZIC-pHILIC (Merck Sequant),HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak height
ST000539_1,ST000539,AN000819,HILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,ZIC-pHILIC (Merck Sequant),HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak height
ST002535,ST002535,AN004170,HILIC NEGATIVE ION MODE,MS,Agilent 1200,"Merck SeQuant ZIC-HILIC (150 x 2.1mm,5um)",HILIC,Agilent 6545 QTOF,QTOF,ESI,NEGATIVE,,,,,ng/ml
ST002859,ST002859,AN004689,GC POSITIVE ION MODE,MS,Agilent 7890A,"Agilent DB5-MS (30m x 0.25mm, 0.25um)",GC,Agilent 5977B,Single quadrupole,EI,POSITIVE,,,,,abundance
ST000616,ST000616,AN000945,Direct infusion,MS,None,none,None (Direct infusion),Thermo Quantiva Access Max,Triple quadrupole,ESI,UNSPECIFIED,,,,,Peak Area
ST001974,ST001974,AN003222,HILIC UNSPECIFIED ION MODE,MS,Thermo Q Exactive Orbitrap,"EMD Millipore ZIC-HILIC (100 x 2.1mm,3.5um)",HILIC,Thermo Exactive Plus Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,ppm
ST001283,ST001283,AN002127,GC POSITIVE ION MODE,MS,Agilent 6890N,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",GC,Leco Pegasus III GC TOF,GC-TOF,EI,POSITIVE,,,,,normalized peak height
ST002667,ST002667,AN004339,HILIC POSITIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2.1mm,3um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak area
ST001702,ST001702,AN002773,GC UNSPECIFIED ION MODE,MS,Leco Pegasus IV GC,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",GC,Leco Pegasus IV TOF,GC-TOF,EI,UNSPECIFIED,,,,,normalized peak height
ST000257_0,ST000257,AN000406,ESI negative ion mode ( Oxylipins analysis),MS,Waters Acquity,,,ABI Sciex API 4000 QTrap,Triple quadrupole,ESI,NEGATIVE,,,,,% Area Ratio
ST000257_1,ST000257,AN000407,ESI positive ion mode (Endocannabinoid analysis),MS,Waters Acquity,,,ABI Sciex API 4000 QTrap,Triple quadrupole,ESI,POSITIVE,,,,,nM
ST000257_2,ST000257,AN000408,ESI positive ion mode (Ceramide analysis),MS,Waters Acquity,,,ABI Sciex API 4000 QTrap,Triple quadrupole,ESI,POSITIVE,,,,,nM
ST002104_0,ST002104,AN003439,HILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"SeQuant ZIC-pHILIC (150 x 4.2mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak height
ST002104_1,ST002104,AN003440,HILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"SeQuant ZIC-pHILIC (150 x 4.2mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak height
ST002641,ST002641,AN004313,HILIC POSITIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2.1mm,3um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak area
ST002913,ST002913,AN004783,HILIC UNSPECIFIED ION MODE,MS,Thermo Vanquish,"EMD Millipore ZIC-HILIC (100 x 2.1 mm,3.5 um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,peak area
ST003277_0,ST003277,AN005365,Reversed phase POSITIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm, 1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,normalized imputed data
ST003277_1,ST003277,AN005366,Reversed phase POSITIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm, 1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,normalized imputed data
ST003277_2,ST003277,AN005367,Reversed phase NEGATIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm, 1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,normalized imputed data
ST003277_3,ST003277,AN005368,HILIC NEGATIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH Amide (150 x 2.1mm, 1.7um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,normalized imputed data
ST000147_0,ST000147,AN000233,Negative ion mode,MS,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",HILIC,Agilent 6520 QTOF,QTOF,ESI,NEGATIVE,,,,,Area
ST000147_1,ST000147,AN000234,Positive ion mode,MS,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",GC,Agilent 5975C,Single quadrupole,EI,POSITIVE,,,,,Area
ST000949,ST000949,AN001558,Targeted GC POSITIVE ION MODE,MS,"GC-EI-MS, Thermo ITQ","SGE 0.15 mm i.d. x 50 m fused silica open-tubular column, coated with 0.25 μm BPX-5 (5% phenylmethyl- phenylsiloxane)",GC,Thermo ITQ,GC-ITQ,EI,POSITIVE,,,,,normalized peak area
ST003082,ST003082,AN005040,HILIC UNSPECIFIED ION MODE,MS,Thermo Vanquish,"SeQuant ZIC- pHILIC (150 x 2.1mm, 5um)",HILIC,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,a.u.
ST000699_0,ST000699,AN001085,C18 NEGATIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,NEGATIVE,,,,,peak area normalized
ST000699_1,ST000699,AN001086,C18 POSITIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,POSITIVE,,,,,peak area normalized
ST000699_2,ST000699,AN001087,GC POSITIVE ION MODE,MS,Agilent 7890N,Phenomenex Zebron ZB-AAA Amino Acid Analysis 10m x 0.25mm,GC,Agilent 5975,Single quadrupole,EI,POSITIVE,,,,,uM
ST000664_0,ST000664,AN001014,C18 NEGATIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,NEGATIVE,,,,,peak area normalized
ST000664_1,ST000664,AN001015,C18 POSITIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,POSITIVE,,,,,peak area normalized
ST002307,ST002307,AN003769,Reversed phase POSITIVE ION MODE,MS,ACQUITY UPLC H-Class,"Waters CORTECS UPLC T3 (150 x 2.1mm,1.6um)",Reversed phase,Waters Synapt-G2-Si,QTOF,ESI,POSITIVE,,,,,peak area
ST000992_0,ST000992,AN001618,C18 HRMS NEGATIVE ION MODE,MS,Agilent 6530,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,NEGATIVE,,,,,counts
ST000992_1,ST000992,AN001619,C18 HRMS POSITIVE ION MODE,MS,Agilent 6530,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,-
ST000992_2,ST000992,AN001620,C18 HRMSMS NEGATIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,NEGATIVE,,,,,Counts
ST000992_3,ST000992,AN001621,C18 HRMSMS POSITIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,POSITIVE,,,,,Counts
ST003428_0,ST003428,AN005629,HILIC NEGATIVE ION MODE,MS,Shimadzu 20AD,"Merck SeQuant ZIC-HILIC (150 x 2.1mm,5um)",HILIC,ABI Sciex 5500 QTrap,Triple quadrupole,ESI,NEGATIVE,,,,,Counts per second (cps)
